No;Sumber;Tanggal;Judul;Berita
11;http://news.metrotvnews.com/metro/zNPoAlVK-kebakaran-landa-pemukiman-di-kemanggisan-pulo;09-Mei-16;Kebakaran Landa Pemukiman di Kemanggisan Pulo;"Kebakaran melanda pemukiman warga di Kemanggisan Pulo, Jakarta Barat. Api diperkirakan muncul sekira pukul 21.43 WIB, Senin 9 Mei 2016.

""Terjadi kebakaran di Jalan Kemanggisan Pulo, RT 1/17, Palmerah, Jakbar,"" cuit akun @TMCPoldaMetro.
Dari foto yang diunggah warga ke @TMCPoldaMetro, asap pekat terlihat membumbung tinggi akibat api yang cukup besar. Sekira pukul 22.00 WIB, petugas pemadam masih berusaha memadamkan api.

""Kebakaran di Kemanggisan Pulo, Palmerah, Jakbar dan masih penanganan DPK,"" cuit lagi akun @TMCPoldaMetro.

Sementara itu masih belum diketahui berapa banyak kerugian dan penyebab akibat peristiwa tersebut. Hingga saat ini Sudin Damkar Jakarta Barat belum bisa dimintai informasi.
"
12;http://news.metrotvnews.com/metro/wkB8qBgN-12-unit-mobil-damkar-padamkan-api-di-lenteng-agung;09-Mei-16;12 Unit Mobil Damkar Padamkan Api di Lenteng Agung;"Kebakaran melanda pemukiman warga di Lenteng Agung, Jakarta Selatan. Api muncul sekira pukul 17.45 WIB. Sebanyak 12 unit mobil pemadam kebakaran pun diterjunkan ke lokasi.

""Ada 12 unit damkar yang kami turunkan,"" kata petugas operator Sudin Damkar Jakarta Selatan, Aryo, saat dihubungi Metrotvnews.com, Senin (9/5/2016).
Saat ini api sudah berhasil dipadamkan. Tidak ada korban dalam peristiwa kebakaran tersebut.""Api berhasil dipadamkan pukul 18.30 WIB, korban nol,"" ujar Aryo.

Belum diketahui penyebab dari kebakaran tersebut. Aryo pun belum dapat menjelaskan berapa banyak rumah yang hangus akibat kebakaran itu.

""Datanya belum masuk di kami, tim masih di lapangan,"" ungkap Aryo.
"
13;http://news.metrotvnews.com/politik/GNGXyDpb-risma-ogah-bicarakan-dki-di-istana-presiden;09-Mei-16;Risma Ogah Bicarakan DKI di Istana Presiden;"Wali Kota Surabaya Tri Rismaharini tidak berniat ikut Pilkada DKI 2017. Risma tidak ingin mengingkari janjinya pada warga Surabaya.
""Saya sudah janji sama warga Surabaya, tidak mungkin (ikut Pilkada DKI). Apa namanya seenaknya saya tinggalkan begitu,"" kata Risma usai mengikuti rapat terbatas soal penilaian Standard and Poor dan Ease of Doing Business di Kantor Presiden, Jakarta Pusat, Senin (9/5/2016).
Risma berkeras akan mengabdi di Surabaya. Kepercayaan rakyat membuat dia memilih sebisa mungkin bertahan. Risma belum percaya diri memegang kendali wilayah yang lebih besar dari Surabaya. Penduduk Surabaya, kata Risma, hanya seperempat penduduk Jakarta.
""Luas wilayahnya itu separuhnya DKI. Kalau saya dibandingkan DKI, saya itu seperti tiga kali wali kota. Lebih berat,"" kata Risma.
Risma juga mengaku belum pernah membicarakan Pilkada DKI Jakarta 2017. Pertemuannya dengan Ketua Umum PDI Perjuangan Megawati Soekarnoputri hanya membicarakan kinerja dan hasil kerjanya di Surabaya. ""Ibu (Megawati) tidak bicara sama sekali (tentang Pilkada DKI),"" tegas dia.
 
Risma mengklaim tak akan goyah pendirian meski PDI Perjuangan sebagai wadah politiknya meminta khusus untuk bertarung di Pilkada DKI. Ia memilih menjelaskan kondisi sebenarnya.
 
Sesaat setelah memenangkan pertarungan kursi wali kota Surabaya, Risma telah menyampaikan langsung kepada Megawati dirinya tak akan berpaling dari kota itu.
 
""Saya sampaikan saya sudah janji kepada keluarga, saya tidak meninggalkan mereka. Saya sampaikan begitu,"" ujar dia.
 
Risma mengaku pernah ditawari menjadi menteri ketika proses kampanye Joko Widodo menuju kursi presiden. Begitu Jokowi dinyatakan menang, Risma langsung menghadap Megawati.
 
""Saya menghadap Ibu, 'Bu, saya tidak mau jadi menteri. Saya ingin tetap jadi wali kota saja'. Saya bilang begitu. Boleh tanya Ibu (Megawati),"" kata Risma."
14;http://news.metrotvnews.com/politik/3NOY5OXk-indonesia-tiongkok-perkuat-hubungan-bilateral-di-semua-lini;09-Mei-16;Indonesia-Tiongkok Perkuat Hubungan Bilateral di Semua Lini;"Presiden Joko Widodo menerima delegasi State Councillor of the People's Republic of China di Istana Merdeka. Menurut Menteri Luar Negeri Retno Marsudi, delegasi Tiongkok membawa pesan dari Presiden Xi Jin Ping terkait komitmen kerja sama Indonesia-Tiongkok.

""Komitmen RRT meningkatkan hubungan bilateral dengan Indonesia di semua lini, di semua bidang, dari ekonomi, trade, investment, dan lain-lain,"" kata Retno di Kompleks Istana Kepresidenan, Jakarta Pusat, Senin (9/5/2016).
Kerja sama bidang perdagangan antarnegara cukup besar, mencapai USD44,4 miliar. Namun, ada tren penurunan yang membuat Joko Widodo meminta dua pihak kembali meningkatkan kerja sama bidang perdagangan.

""Ada usul dari Indonesia misalnya Indonesia akan mendirikan Indonesian Trade Promotion Centre (ITPC) di Shanghai, pusat promosi di Beijing, dan lain-lain. Dan Presiden minta hambatan-hambatan perdagangan ini dapat diangkat,"" ujar Retno.

Sementara itu, di bidang investasi, tahun ini Tiongkok mengalami peningkatan signifikan, yakni 400 persen. Joko Widodo menyambut baik.
Presiden ke-7 Indonesia ini juga menyampaikan upaya Indonesia menarik investor asing ke negeri ini. Investor bidang perdagangan dan investasi menjadi target Indonesia dalam konteks ini.

Komunikasi menteri-menteri antarnegara pun diperkuat. Intensifikasi kontak pertemuan pejabat Indonesia-Tiongkok juga diklaim meningkat.

Pertemuan juga membahas kerja sama infrastruktur yang saat ini berjalan. Namun, pembahasan hanya sebatas perkembangan, tak terlalu mendalam.
"
15;http://news.metrotvnews.com/peristiwa/9K5G77lb-genangan-air-timbul-di-beberapa-titik;08-Mei-16;Genangan Air Timbul di Beberapa Titik;"Hujan mengguyur DKI Jakarta dan sekitarnya, Minggu (8/5/2016) sore. Hal ini menyebabkan timbulnya genangan air di beberapa titik. 
Dinas Sosial DKI Jakarta melalui akun Twitter-nya menyebutkan, Kelurahan Cipinang Melayu, Makasar, Jakarta Timur, salah satu kawasan yang dilanda banjir. Genangan air setidaknya tercipta pada sebelas RT di dua RW di Cipinang Melayu.
Di Jakarta Barat juga terdapat genangan seperti diinformasikan TMC Polda Metro Jaya. Banjir terjadi di Taman Ratu, Duri Kepa, Jalan Kedoya Raya, dan sekitar Universitas Trisaksi dengan ketinggian sekitar 20 cm sampai 30 cm. 
Genangan juga menlanda Bekasi. Beberapa wilayah yang tergenang yakni Perum Grand Galaxy Park, Villa Pekayon, Grand Galaxy Bekasi, dan Kemang Pratama.
"
16;http://celebrity.okezone.com/read/2016/05/12/205/1386644/keluar-dari-zigaz-zian-punya-sebutan-baru;12-Mei-16;Keluar dari Zigaz, Zian Punya Sebutan Baru;"JAKARTA - Resmi keluar dari grup band yang sudah membesarkan namanya yaitu Zigaz pada bulan Oktober 2015, kini Zian sibuk bersolo karir. Namun dirinya tak ingin disebut bersolo karir, ia ingin disebut dengan sebutan solo band. Ditemui usai menjadi pengisi acara di program Cecepy di kawasan Kebon Jeruk, Jakarta Barat, Zian sebut solo band karena ia bernyanyi dengan tetap diiringi bersama band. ""Setelah 3 bulan keluar dari pihak label kasih tawaran untuk jalan sendiri. Ditawari sendiri, tapi aku tetap maunya diiringi sama band, mangkanya aku nyebutnya solo band. Biasanya kan kalau solo itu berdiri sendiri, tapi aku mau formatnya tetap ada band yang ngiringin,"" papar Zian. Mantap untuk bersolo karir, tak membuat Zian mendapatkan kesulitan untuk melanjutkan karirnya di industri musik setelah keluar dari grup band Zigaz. ""Enggak sulit sih, cuma pertama memang agak sulit sih. Karena pas sudah mutusin buat keluar itu, enggak ada rencana buat solo. Aku keluar emang spontan aja, karena memang sudah enggak sepaham lagi,"" tutup Zian. (edh)"
17;http://techno.okezone.com/read/2016/05/12/207/1386959/pemerintah-daerah-didorong-aplikasikan-smart-city;12-Mei-16;Pemerintah Daerah Didorong Aplikasikan Smart City;"JAKARTA - Menteri Komunikasi dan Informatika (Menkominfo), Rudiantara, mendorong pemerintah daerah (pemda) menerapkan smart city untuk mendukung pelayanan kepada masyarakat. ""Dana yang diberikan dari (pemerintah) pusat untuk (pemerintah) daerah sebesar Rp220 triliun jangan dianggurkan, tapi gunakan dana tersebut untuk membuat daerah menjadi smart city. Jangan didiamkan di bank,"" ujarnya dalam sambutan acara pemenang IDEA, Jakarta, Kamis (11/05/2016). Pria yang akrab disapa Chief RA tersebut mengatakan, pemerintah daerah di Indonesia dalam menggunakan teknologi dapat mencontoh Kota Moskow. ""Tadinya tidak memberikan izin kepada uber sebagai transportasi berbasis aplikasi, tapi akhirnya memberikan izin,"" tuturnya seperti dikutip dari laman resmi Kominfo.go.id. Menurutnya, Walikota Moskow mempunyai konsep visi yang bagus dengan meminta data semua kendaraan uber untuk dikelola Kota Moskow untuk perencanaan transportasi kota dan itu berhasil. Rudiantara berharap agar pemerintah daerah yang belum menang dapat meningkatkan daerahnya untuk menggunakan teknologi. ""Bagi yang menang, saya ucapkan selamat dan berharap agar meningkatkan daerahnya untuk terus gunakan teknologi agar membantu percepatan perwujudan visi ekonomi digital,"" imbuhnya. Kini IDEA berpotensi menjadi platform pendorong pengembangan ekonomi digital di Indonesia. Pelaksanaannya juga mendapat dukungan dari Kementerian Dalam Negeri dan Kementerian Pekerjaan Umum dan Perumahan Rakyat. (kem)"
18;http://celebrity.okezone.com/read/2016/05/12/33/1386910/selama-9-bulan-galih-ginanjar-sulit-bertemu-anak;12-Mei-16;Selama 9 Bulan, Galih Ginanjar Sulit Bertemu Anak;JAKARTA – Hubungan komunikasi yang kurang baik antara Galih Ginanjar dan Fairuz Arafiq membuat Galih terpaksa menahan rindunya kepada sang anak, King Faaz Arafiq. Selama sembilan bulan lalu, Galih mengaku sangat sulit untuk dapat bertemu dengan sang anak.(Baca juga: Jika Tak Hadir Mediasi, Galih Siap Lapor Fairuz A Rafiq ke Komnas Anak)“Saya sulit bertemu Faaz dari sembilan bulan lalu. Begitu saya masuk rumah, minta pindah ke taman. Di taman saya minta izin ke mal enggak boleh. Dia selalu melindungi pacarnya. Padahal ada perlakuan tidak bagus pada anak saya,” ungkap Galih yang ditemui di kawasan Gondangdia, Jakarta Pusat (12/5/2016).Sulitnya Galih untuk bertemu sang anak, diindikasikan karena kecemburuan sang mantan istri, terhadap kekasih baru Galih, Kumalasari. Hal tersebut ternyata juga dirasakan oleh kekasih Galih.“Kasus ini terjadi karena saya punya pacar,” ungkap Galih.“Sebelum Galih pacaran sama aku, Galih masih tiap hari bolak-balik. Sebulan, dua bulan ketika Fairuz sudah membatasi Galih, Galih sangat tertekan. Waktu aku dekat sama Galih, belum jadian, dia sangat dekat sama Faaz,” sambung Kumala.Meski mengaku sulit untuk bisa bertemu dengan sang buah hati. Namun Galih mengaku tak ingin mengambil hak asuh Faaz dari tangan ibundanya. Ia hanya meminta keadilan atas hak asuh, sehingga ia bisa lebih dipermudah untuk dapat menemui sang anak.“Hak asuh dari pengadilan dulu, hak asuh yang diberikan pada Fairuz. Di situ tertulis penggugat tidak dibatasi oleh tergugat. Saya cuma mau minta hak saya sajalah yang terpenting enggak dibatasi,” tukas Galih.(aln) 
19;http://celebrity.okezone.com/read/2016/04/12/33/1360773/roby-geisha-masuk-lapas-kerobokan;12-Apr-16;Roby 'Geisha' Masuk Lapas Kerobokan;"DENPASAR - Gitaris Band Geisha, Roby Satria resmi menjadi tahanan Lembaga Pemasyarakatan Kelas II A Kota Denpasar (Lapas Kerobokan) perhari ini, Selasa (12/4/2016). Hampir sudah 5 bulan gitaris band Geisha menjalani rehabilitasi di salah satu yayasan di Bali, namun mulai hari ini masuk bui. Butje Karelbernard kuasa hukum Roby Geisha mengatakan, surat penahananya sudah keluar hari ini dari kejaksaan negeri Denpasar. Pihaknya menegaskan, agendanya hari ini pelimpahan dari polisi ke Kejari. ""Ya mulai hari ini klien kami Roby dititipkan ke Lapas Kerobokan. Surat penahanya sudah keluar hari ini,""ujar Butje Karelbernard. Pihaknya mengaku, kondisi Roby saat ini sehat, dan dia siap menjalani persidangan yang akan datang. Imbuhnya, dari kuasa hukum sudah memohon kepada kejaksaan supaya diberi penanguhan penahanan, namun itu tidak bisa dikabulkan. ""Sebenarnya kami sudah minta penangguhan penahanan. Tapi pihak kejaksaan tidak bisa melalukan hal tersebut,""katanya. Seperti diketahui bahwa Roby Geisha telah ditangkap polisi di salah satu hotel di Denpasar pada 20 November 2015 sekira pukul 01.00 Wita karena kedapatan menerima kiriman ganja. (aln)"
20;http://celebrity.okezone.com/read/2016/05/12/33/1386893/jika-tak-hadir-mediasi-galih-siap-lapor-fairuz-a-rafiq-ke-komnas-anak;12-Mei-16;Jika Tak Hadir Mediasi, Galih Siap Lapor Fairuz A Rafiq ke Komnas Anak;"JAKARTA – Mangkirnya Fairuz A Rafiq dalam undangan mediasi yang diadakan oleh pihak Galih Ginanjar, membuat kekasih dari Kumalasari tersebut, kecewa. Meski kecewa, Galih tak lantas berhenti untuk mengupayakan mediasi antara dirinya dengan mantan istrinya. Nyoman Hae, selaku kuasa hukum Galih, bahkan menyatakan bahwa hari ini ia akan kembali mengundang Fairuz untuk datang mediasi dengan kliennya pada esok hari. “Saya coba hari ini undang lagi untuk datang besok. Kalau Fairuz beriktikad baik, Fairuz berkomunikasi. Kalau ada syaratnya bukan hal yang berat. Anggaplah Galih dan Fairuz yang bertemu,” ungkap Nyoman yang ditemui di kawasan Gondangdia, Jakarta Pusat, Kamis (12/6/2016). Dalam acara mediasi yang akan dilakukan oleh Galih dan Fairuz, Galih hanya berharap agar Fairuz bisa memperlakukan sang anak dengan baik. Ia juga ingin agar sang mantan istri tak membatasi haknya untuk bertemu dengan sang anak “Saya hanya minta perlakuan yang baik untuk anak saya. Tidak pernah bisa dia urus anak 24 jam. Selama lima bulan anak saya beberapa kali masuk rumah sakit. Banyak banget hal enggak enak yang berkaitan dengan anak. Saya cuma mau minta hak saya sajalah yang terpenting enggak dibatasi” pinta Galih. Jika permintaannya tak digubris, Galih siap membawa kasus ini ke Komnas Perlindungan Anak. ""Saya menunjuk lawyer, sebelum nanti terpaksa mengadukan ke Komnas (Perlindungan) Anak,"" tutup Galih. (aln)"
21;http://celebrity.okezone.com/read/2016/04/21/33/1369342/okky-asokawati-sebut-emansipasi-di-indonesia-belum-merata;21-Apr-16;Okky Asokawati Sebut Emansipasi di Indonesia Belum Merata;"JAKARTA - Pada hari perayaan Hari Kartini, banyak kaum perempuan Indonesia yang mulai menyuarakan pendapatnya tentang praktek pelaksanaan emansipasi wanita di era modern ini. Sebagai salah satu kaum perempuan, mantan model yang kini terjun ke dunia politik, Okky Asokawati, turut menyampaikan pendapatnya tentang fenomena tersebut. Ditemui di kawasan Senayan, Jakarta Pusat, Okky menuturkan keresahannya tentang praktek penerapan emansipasi wanita yang menurutnya belum diterapkan secara merata di Indonesia. Tingginya angka kematian ibu melahirkan di sejumlah daerah yang tersebar di wilayah kedaulatan Indonesia bagi Okky menjadi salah satu bukti bahwa praktek emansipasi wanita di bidang kesehatan masih tergolong sangat memprihatinkan. ""Memang untuk di kota besar, emansipasi wanita sudah dapat kita lihat kemajuannya. Tapi ketika kita berbicara tentang Indonesia secara keseluruhan, praktek emansipasi terutama dalam bidang kesehatan ini masih kurang membahagiakan mengingat angka kematian ibu melahirkan di Indonesia masih cukup tinggi,"" paparnya. Okky juga menjelaskan, jumlah angka kematian ibu melahirkan yang dari tahun ke tahun masih menunjukkan tren meningkat ini disebabkan karena lemahnya akses yang diberikan kepada kaum perempuan untuk mendapatkan hak mereka dalam hal pelayanan kesehatan terutama diluar kota-kota besar. ""Dari tahun ke tahun angka kematian ibu melahirkan ini semakin meningkat bukannya menurun, dan ketika para perempuan berusaha untuk memperjuangkan hak mereka pun aksesnya itu masih belum mudah,"" kata Okky. (edi)"
22;http://celebrity.okezone.com/read/2016/05/12/33/1386952/datangi-bnn-jupiter-minta-direhabilitasi;12-Mei-16;Datangi BNN, Jupiter Minta Direhabilitasi;"JAKARTA - Jupiter Fortissimo sambil didampingi kuasa hukumnya, Fransisca Indah Sari, mendatangi Badan Narkotika Nasional (BNN) di kawasan Cawang, Jakarta Timur, Selasa (12/5/2016). Kedatangan Jupiter ke BNN untuk mengajukan permohonan rehabilitasi narkoba. Pihak keluarga merasa Jupiter bukanlah pecandu atau pengedar, melainkan korban penyalahgunaan narkoba. ""Kami datang ke BNN karena Rabu pihak keluarga sduh ajukan permohonan Jupiter rehab karena dia korban bukan pecandu. Assesment agar diberi izin akses bisa direhabilitasi kepada dokter BNN,"" kata Fransisca Indah Sari di BNN, Jakarta Timur. Fransiska juga menambahkan, kliennya menggunakan barang haram tersebut karena salah pergaulan, bukan karena pelarian dari stres. Sempat beredar isu kalau Jupiter sempat dilanda stres lantaran lama tidak memiliki kesibukan di dunia hiburan. ""Dia salah pergaulan. Salah teman juga,"" tandasnya. (aln)"
23;http://economy.okezone.com/read/2016/05/12/320/1386718/produksi-minyak-indonesia-terpengaruh-ekonomi-global;12-Mei-16;Produksi Minyak Indonesia Terpengaruh Ekonomi Global;"PALEMBANG - Produksi minyak Indonesia turut terpengaruh kondisi perekonomian global sehingga tergerus sejak 2015, kata Deputi Pengendalian Operasi Satuan Kerja Khusus Pelaksana Kegiatan Usaha Hulu Minyak dan Gas, Muliawan Haji. ""Berdasarkan data terakhir pada 7 Mei 2016 diketahui bahwa produksi minyak terus turun meski masih sesuai dengan target APBN,"" kata Muliawan di Palembang, Kamis (12/5/2016). Data SKK Migas menunjukkan target triwulan I-2016 tercapai 100,2 persen atau 831,4 ribu barel minyak per hari. Meski tercapai target, sejatinya produksi ini jauh menurun dibandingkan capaian pada tiga tahun silam. Kondisi ini juga turut berpengaruh pada penerimaan negara sektor migas, karena penjualan gas Indonesia ke Singapura mengikuti formula pada harga minyak. ""Untuk mengatasi permasalahan ini, pemerintah mengupayakan efisiensi penggunaan biaya dan menjaga keekonomian sembari menunggu ekonomi membaik,"" kata dia. Selain faktor global, produksi minyak juga dipengaruhi oleh kendala internal yakni permasalahan finansial KKKS, decline rate yang tajam sekitar 28 persen, subsurface, operasional, dan perencanaan. Sedangkan kendala utama di sektor internal yakni regulasi yang menghambat, pembebasan lahan dan pertanahan, dan belum singkronnya rencana tata ruang dan illegal tapping (khusus di Jambi dan Sumsel). Oleh karena itu, dalam konteks izin, SKK migas berharap adanya suatu sistem satu pintu, penggabungan izin sejenis, dan standar waktu yang jelas sehingga para investor bisa mengestimasi proyek. ""Masalah standar waktu ini sangat penting dalam manajemen proyek karena berkaitan dengan target dan biaya. Untuk mencapai ini, sangat perlu adanya payung hukum seperti Perpres dan Inpres,"" kata dia. Pada 2014, Indonesia memproduksi kira-kira 794.000 barrel minyak per hari (bmph) atau di bawah target pemerintah produksi minyak yang tertera di APBN 2014 (818.000 bmph). Pada 2013, negara dengan ekonomi terbesar di Asia Tenggara ini memproduksi 826.000 bmph, jauh dari puncak produksi Indonesia sebesar 1,6 juta bmph pada tahun 1995. Sementara itu, Kementerian ESDM memperkirakan produksi minyak pada 2019 hanya akan mencapai 600.000 barel per hari (bph) jika tidak ditemukan cadangan baru. (dni)"
24;http://economy.okezone.com/read/2016/05/12/320/1386733/pln-butuh-tambahan-modal-untuk-revaluasi-aset;12-Mei-16;PLN Butuh Tambahan Modal untuk Revaluasi Aset;"JAKARTA - Menteri BUMN Rini Soemarno mengatakan, PLN mengharapkan ada tambahan Penyertaan Modal Negara (PMN) untuk revaluasi aset yang akan diajukan pemerintah dalam Anggaran Pendapatan dan Belanja Negara Perubahan (APBN-P) 2016. ""Kemungkinan PLN mengharapkan adanya penambahan, karena melakukan revaluasi aset yang sangat besar,"" kata Rini usai melaporkan rencana peluncuran Kartu Tani kepada Presiden Joko Widodo di Istana Negara Jakarta, Kamis (12/5/2016). Rini mengatakan semua proses PMN untuk BUMN sebenarnya sudah selesai dibahas dengan Komisi VI DPR, namun pelaksanaanya ditunda dalam UU APBN 2016. ""Sekarang sedang dibicarakan apakah dengan APBNP ini sudah diteruskan saja, karena prosesnya telah dilakukan,"" katanya. Rini mengatakan hanya PLN saja yang akan diusulkan bertambah, sedangkan BUMN lainnya diperkirakan tetap. Direktur Utama PLN Sofyan Basyir, usai diskusi terbatas Implementasi Pembangunan Pembangkit Listrik 35.000 MW di Kantor Staf Kepresidenan, mengatakan PLN butuh PMN sekitar Rp20 triliun. ""Jadi naik hampir Rp10 triliun. Jadi kami meminta kembali untuk (pembangunan) pembangkit,"" kata mantan dirut Bank BRI ini. Sofyan berharap DPR untuk menyetujui alokasi PMN dari APBNP 2016 ini sehingga bisa untuk membangun pembangkit listrik untuk kebutuhan masyarakat. ""Jangan dong (DPR kembali menolak PMN di APBN), optimis dong, nanti masyarakat gimana,"" kata Sofyan. Dalam acara diskusi, Sofyan mengungkapkan aset PLN saat ini mencapai Rp640 triliun dan akan bertambah menjadi Rp1.100 triliun jika selesai direvaluasi. Dengan aset yang mencapai Rp1.100 triliun akan menjadikan perusahaan yang memiliki aset terbesar di Indonesia ini akan mudah mendapat pinjaman. Pengajuan PMN pada APBN 2016 yang mencapai Rp38 triliun ditolak DPR. Rencana alokasi Rp38 triliun ini, diantaranya untuk PLN sekitar Rp10 triliun untuk pembangunan transmisi, PT Wijaya Karya dan PT Hutama Karya. Wijaya Karya mendapatkan Rp4 triliun, PT Hutama Karya Rp3 triliun. (dni)"
25;http://economy.okezone.com/read/2016/05/12/320/1386749/substitusi-impor-pemerintah-dorong-penggunaan-baja-dalam-negeri;12-Mei-16;Substitusi Impor, Pemerintah Dorong Penggunaan Baja dalam Negeri;"JAKARTA - Pemerintah melalui Kementerian Perindustrian berencana akan melakukan substitusi impor untuk menekan besarnya impor bahan baku industri. Pasalnya, hingga saat ini 70 persen bahan baku industri di Indonesia didatangkan dari luar negeri. Untuk itu, saat ini pemerintah akan mengutamakan penggunaan bahan baku industri dari dalam negeri, terutama adalah baja. Pasalnya, industri baja saat ini telah mulai merangkak naik akibat mulai naiknya harga baja internasional. ""Kalau baja itu karena (dulu) harganya baja turun orang enggak mau bikin industrinya, sekarang harganya naik mereka mulai bikin,"" kata Direktur Jenderal Industri Logam, Mesin, Alat Transportasi dan Elektronika Kementerian Perindustrian I Gusti Putu Suryawirawan di kantor Kementerian Koordinator bidang Perekonomian, Jakarta, Kamis (12/5/2016). Untuk itu, saat ini pemerintah akan berupaya untuk meningkatkan tingkat komponen dalam negeri (TKDN) pada bahan baku baja. Dengan begitu, mulai meningkatnya harga baja hingga tingginya kebutuhan baja dalam pembangunan infrastuktur di Indonesia diharapkan dapat mendorong pertumbuhan industri baja di Indonesia. Sehingga, nantinya kebijakan ini akan menghasilkan efek multiplier bagi pertumbuhan ekonomi pada sektor industri. ""Agar enggak impor dan dipakai dalam negeri, kita produksi yang banyak. Seperti penggunaan produk dalam negeri menggunakan baja dalam negeri kita dorong. Seperti tower listrik, jembatan baja, infrastruktur air bersih, dan pembuatan kapal,"" tutupnya. (dni)"
26;http://economy.okezone.com/read/2016/05/12/320/1386755/bos-pln-kami-butuh-karyawan-5-000-orang-tahun;12-Mei-16;Bos PLN: Kami Butuh Karyawan 5.000 Orang/Tahun;"JAKARTA - Direktur Utama PT PLN Sofyan Basyir mengatakan PLN butuh 4.000-5.000 karyawan baru per tahun untuk mendukung program listrik 35 ribu megawatt (MW). ""Proyek 35.000 proyek besar, kami tambah 4.000-5.000 karyawan tetap untuk tunjang program 35.000 MW,"" kata Sofyan dalam diskusi ""Implementasi Pembangunan Pembangkit 35 Ribu MW"" di Kantor Staf Kepresidenan di Jakarta, Kamis (12/5/2016). Sofyan mengatakan proyek 35.000 MW merupakan program prioritas pemerintah untuk menunjang ketahanan energi dan sebagai salah satu pendorong pertumbuhan ekonomi. ""Lebih baik listrik di depan untuk mendukung perkembangan ekonomi, bukan mengekor,"" imbuhnya. Dirut PLN ini juga yakin proyek tersebut dapat diselesaikan sesuai target pada 2019 untuk mengejar rasio 98,4 persen dari saat ini baru mencapai 88,3 persen. Untuk keberhasilan proyek ini, Sofyan mengatakan telah melakukan seleksi yang ketat terhadap kontraktor yang berkelas dan memiliki kekuatan modal yang cukup dalam proyek 35.000 MW ini. ""Jangan sampai ada bengkel mobil ikut tender proyek 35 ribu MW, semua kontraktor yang ikut tender harus punya kelas,"" tambah dia. Sofyan menetapkan pengembang listrik swasta (IPP) dan kontraktor EPC proyek 35 ribu MW harus memiliki kecukupan modal minimal 10 persen. ""Jadi kalau ada tender senilai Rp 40 triliun, kontraktor harus taruh uang Rp 4 triliun. Kalau tidak punya, ya enggak bisa ikut tender,"" paparnya. Dia juga menegaskan PLN telah menunjuk kontraktor EPC berkelas asal Eropa, Jepang, dan Amerika Serikat (AS) untuk menggarap proyek pembangkit yang jadi jatah perseroan. ""Kalau ada yang dibangun China, itu yang bangun BUMN China. Kami belajar dari pengalaman yang lama, semoga kami tidak tercebur dua kali,"" katanya. Kepala Staf Presiden Teten Masduki mengatakan proyek 35.000 MW ini merupakan kebutuhan agar Indonesia menjadi tujuan investasi. Teten juga mengatakan kondisi ekonomi dunia yang lesu saat ini tidak akan mengubah target proyek 35.000 MW tersebut dan justru untuk mempersiapkan diri jika perekonomian duani kembali bangkit. ""Saat ekonomi lesu kita berbenah infrastruktur, pas bagus tinggal jalan,"" kata Teten. (kmj) (rhs)"
27;http://economy.okezone.com/read/2016/05/12/320/1386831/kekeringan-10-000-hektare-lahan-tunda-tanam-padi;12-Mei-16;Kekeringan, 10.000 Hektare Lahan Tunda Tanam Padi;SUMUT - Seluas 10.000 hektare (ha) lahan tanaman padi yang ada di Kabupaten Langkat, Sumatera Utara, menunda tanam padi lantaran kekeringan karena hujan belum juga turun. “Terjadi tunda tanam padi diakibatkan hujan tidak juga kunjung turun,” kata Kepala Bidang Produksi Dinas Pertanian Langkat Yusfik Helmi, dikutip dari Waspada Online, Kamis (13/5/2016). Yusfik Hemli menjelaskan akibat terjadinya tunda tanam padi, mengakibatkan terjadi pergeseran waktu tanam yang dikhawatirkan bisa mengganggu produksi padi. Karena pertanaman seharusnya sudah dimulai April-Mei ini. Padahal rencana tanam yang akan dilakukan selama Tahun 2016 ini mencapai 86.749 hektare, di mana 2/3 nya merupakan lahan tadah hujan. Sementara itu Kepala Unit Teknis Pertanian Pangkalan Susu Buhari menjelaskan di daerahnya saja sekarang ini ada seluas 2.809 hektare lahan padi yang kekeringan karena ketiadaan hujan yang turun di kawasan itu. “Biasanya kalau seperti sekarang ini bila hujan turun petani sudah melakukan pertanaman padi, namun sekarang tidak bisa tanam sama sekali,” katanya. Pihaknya memprediksi petani baru bisa tanam padi sekitar bulan Juli 2016 mendatang, semestinya di bulan Mei sudah bisa melakukan persemaian dan pertanaman, namun ini akan mundur waktunya. Sementara varietas yang selalu ditanam oleh petani yaitu Mikongga, Ciherang, Impari, Cibogo. kalau untuk Pulau Kampai dan Pulau Sembilan biasanya petani disana menanam padi lokal, namun karena ketiadaan hujan belum juga bisa ditanami. “Tidak hanya tanaman padi yang terganggu juga tanaman lainnya seperti palawija, cabai, terong, tomat juga tidak bisa tanam,” ungkapnya. (amr)
